variable,type,num_values,num_unique_values,num_nulls,proportion_nulls,min_length,max_length,min,max,mean,median,stddev
2009HlthRank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2009EduScore,Numeric,6505,487,0,0.0,,,-2.89,2.75,7.686395080707908e-06,-0.02,0.9600760639274349
2009EduRank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2009HouseScore,Numeric,6505,6146,0,0.0,,,0.0,113.421829,19.573497813528057,15.831435,14.758996703650356
2009HouseRank,Numeric,6505,6262,0,0.0,,,1.0,6504.5,3253.0,3253.0,1877.9760740042977
2009GAccScore,Numeric,6505,6505,0,0.0,,,0.004654,99.644404,21.697249254112222,16.330873,19.336548256854638
2009GAccRank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2009CrimeScore,Numeric,6505,1454,0,0.0,,,0.0,20638.0,496.1056110684089,351.0,598.7697836050901
2009CrimeRank,Numeric,6505,6480,0,0.0,,,1.0,6492.5,3253.0,3253.0,1877.9760226917283
2009Quintile,Numeric,6505,5,0,0.0,,,1.0,5.0,3.0,3.0,1.4143222769492922
2009Decile,Numeric,6505,10,0,0.0,,,1.0,10.0,5.499615680245965,5.0,2.8725020979035194
2009Vigintile,Numeric,6505,20,0,0.0,,,1.0,20.0,10.499615680245965,10.0,5.766657899790001
2009Percentile,Numeric,6505,100,0,0.0,,,1.0,100.0,50.507916986933125,51.0,28.869046918256714
2012SAPE2010,Numeric,6505,973,0,0.0,,,0.0,7624.0,802.782475019216,768.0,247.85566131141596
2012WASAPE2010,Numeric,6505,814,0,0.0,,,0.0,4948.0,506.6347425057648,474.0,188.59206862953775
2012Score,Numeric,6505,6505,0,0.0,,,0.935849,89.894148,21.697400005226747,16.830078,16.430302619248817
2012Rank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2012IncRate,Numeric,6505,57,0,0.0,,,0.0,65.0,13.780476556495003,11.0,9.810101294647032
2012NumIncDep,Numeric,6505,98,0,0.0,,,0.0,545.0,107.6825518831668,90.0,79.28288821505302
2012IncRank,Numeric,6505,6157,0,0.0,,,1.0,6502.0,3252.9340507302077,3253.0,1877.9535820462609
2012EmpRate,Numeric,6505,59,0,0.0,,,0.0,73.0,13.320368946963875,11.0,9.12445006779855
2012NumEmpDep,Numeric,6505,64,0,0.0,,,0.0,355.0,65.06456571867794,55.0,46.920991799656484
2012EmpRank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2012HlthScore,Numeric,6505,6500,0,0.0,,,-2.745233,3.124779,-6.610299768902192e-09,-0.009239,0.8512440901952826
2012HlthRank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2012EduScore,Numeric,6505,6496,0,0.0,,,-2.657514,2.827585,1.5372790092389077e-10,-0.030902,0.8719640262433046
2012EduRank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2012HouseScore,Numeric,6505,6146,0,0.0,,,0.0,113.421829,19.573497813528057,15.831435,14.758996703650356
2012HouseRank,Numeric,6505,6262,0,0.0,,,1.0,6504.5,3253.0,3253.0,1877.9760740042977
2012GAccScore,Numeric,6505,6505,0,0.0,,,0.005817,99.296869,21.697249247040737,16.001761,19.422610480547736
2012GAccRank,Numeric,6505,6505,0,0.0,,,1.0,6505.0,3253.0,3253.0,1877.9760825598037
2012CrimeScore,Numeric,6505,1278,0,0.0,,,0.0,15916.0,414.2365872405842,289.0,504.78796513345964
2012CrimeRank,Numeric,6505,6467,0,0.0,,,1.0,6486.5,3253.0,3253.0,1877.9758954848542
2012Quintile,Numeric,6505,5,0,0.0,,,1.0,5.0,3.0,3.0,1.4143222769492922
2012Decile,Numeric,6505,10,0,0.0,,,1.0,10.0,5.499615680245965,5.0,2.8725020979035194
2012Vigintile,Numeric,6505,20,0,0.0,,,1.0,20.0,10.499615680245965,10.0,5.766657899790001
2012Percentile,Numeric,6505,100,0,0.0,,,1.0,100.0,50.507916986933125,51.0,28.869046918256714
