LSOA01CD,LSOA01NM,LSOA01NM2,Local Authority Name,2005Overall index score,2005Rank Overall,2005Income Number (1),2005Income Percentage (2),2005Employment (revised) (3) Number (1),2005Employment (revised) (3) Percentage (2),2005Income Rank,2005Income Score,2005Employment Rank,2005Employment Score,2005Health Rank,2005Health Score,2005Health Rank,2005Health Score,2005Access to Services Rank,2005Access to Services Score,2005Housing Rank,2005Housing Score,2005Physical Environment Rank,2005Physical Environment Score,2005Access to food shop (1),2005Access to GP (2),2005Access to primary school (3),2005Access to secondary school (4),2005Access to dentist (5),2005Access to post office (6),2005Access to library (7),2005Access to leisure centre (8),2005KS2 average point score (1),2005KS3 average point score (2),2005KS4 average point score (3),2005Secondary school absence rates (4),2005Not in education (5),2005Low qualifications (6),2005Male ,2005Female ,2005Total Persons,2005Income Rank,2005Employment Rank (revised) (2),2005Health Rank,2005Education Rank,2005Access to services Rank,2005Housing Rank,2005Physical environment Rank,2005Overall Index Rank (revised) (1),2008Income ,2008Employment ,2008Health ,2008Education ,2008Access to services ,2008Housing ,2008Physical environment ,2008Community safety ,2008Overall Index ,2008Child Index - Income ,2008Child Index - Education ,2008Child Index - Health ,2008Child Index - Access to Services ,2008Child Index - Housing ,2008Child Index - Physical Environment ,2008Child Index - Community Safety ,2008Child Index,2011WIMD score,2011Employment score,2011Income score,2011Education score,2011Health score,2011Community Safety score,2011Access score,2011Enviroment score,2011Housing score,2011Child Index,2011Income domain_Child Index,2011Education domain_Child Index,2011Health domain_Child Index,2011Community Safety domain_Child Index,2011Enviroment domain_Child Index,2011Access to Services domain_Child Index,2011Housing domain_Child Index
W01000458,Llandysilio,Powys 002C,Powys,8.4,1625,125,8,61,6,1528,4.9,1691,2.6,1837,0.7,1708,2.4,198,49.6,961,15.4,1408,6.8,68,69,86,26,3,81,0,0,86,116,49,7,16,22,805,804,1609,1528,1691,1837,1708,198,961,1408,1625,1521,1483,1847,1529,238,961,1248,1383,1548,1585,1632,1846,213,530,1248,1383,1492,10.1,6.1,5.8,5.9,1.9,4.5,45.8,13.4,15.4,11.5,3.9,5.0,3.5,4.5,13.4,48.1,28.6
W01000532,Llandysiliogogo,Ceredigion 007B,Ceredigion,14.1,1190,191,10,124,11,1384,7.1,1164,11.1,1524,5.0,1323,8.2,115,60.4,556,27.5,1597,3.9,28,25,66,6,0,47,25,0,81,105,49,9,30,26,965,1019,1984,1384,1164,1524,1323,115,556,1597,1190,1123,1335,1639,1173,66,556,1696,1861,1110,1084,1156,1655,65,461,1696,1861,978,14.2,8.1,7.8,9.4,3.1,3.8,70.4,1.8,27.5,17.0,10.8,8.5,4.7,3.8,1.8,70.7,31.7
W01000533,Llandysul Town,Ceredigion 010D,Ceredigion,19.0,876,276,18,126,15,762,20.6,822,18.9,1129,11.7,1014,14.2,324,39.3,653,24.0,1682,2.7,70,89,85,96,0,86,82,90,86,91,48,9,46,29,718,807,1525,762,822,1129,1014,324,653,1682,876,816,891,1106,1032,530,653,901,1175,970,591,993,1006,695,221,901,1175,753,21.8,20.0,25.7,17.0,15.5,11.0,28.6,37.2,24.0,25.9,30.9,19.4,18.2,11.0,37.2,22.6,47.4
W01000682,Llanegwad 1,Carmarthenshire 005B,Carmarthenshire,11.3,1425,106,8,63,8,1522,5.0,1479,5.6,1422,6.5,1636,3.4,92,64.6,1423,6.5,1341,7.9,16,32,59,0,8,57,0,0,88,107,52,7,23,19,662,682,1344,1522,1479,1422,1636,92,1423,1341,1425,1385,1650,1469,1811,94,1423,1141,1878,1446,1152,1816,1698,50,1290,1141,1878,1178,11.1,6.1,6.9,1.5,2.3,0.1,64.2,15.2,6.5,13.5,6.1,1.6,2.9,0.1,15.2,74.9,8.7
W01000683,Llanegwad 2,Carmarthenshire 005C,Carmarthenshire,21.1,760,131,12,89,12,1221,10.0,1028,13.9,928,16.1,1498,5.4,6,95.8,496,30.1,895,17.0,17,0,18,0,0,24,0,0,91,107,53,7,23,27,600,532,1132,1221,1028,928,1498,6,496,895,760,681,929,1705,1464,27,496,1164,1783,774,410,1481,1351,22,431,1164,1783,498,19.0,12.1,16.9,8.9,3.7,2.0,83.5,8.5,30.1,20.4,12.0,10.4,7.4,2.0,8.5,85.9,33.1
W01000021,Llaneilian,Isle of Anglesey 002C,Isle of Anglesey,19.3,860,380,17,192,15,812,19.1,826,18.8,1531,4.9,950,15.6,159,54.1,617,25.2,1792,1.3,11,29,55,58,38,58,11,6,83,103,42,10,42,29,1080,1141,2221,812,826,1531,950,159,617,1792,860,930,822,1245,1063,84,617,1636,1216,821,1066,941,523,90,452,1636,1216,679,19.9,17.8,14.2,17.8,10.3,8.5,66.2,3.6,25.2,21.3,8.9,22.1,22.0,8.5,3.6,65.0,32.1
W01001561,Llanelly Hill 1,Monmouthshire 003A,Monmouthshire,8.6,1613,85,6,60,8,1679,2.8,1558,4.5,956,15.5,1495,5.4,493,30.2,1768,1.6,1150,11.3,82,98,90,100,100,98,98,12,88,102,43,8,36,15,681,723,1404,1679,1558,956,1495,493,1768,1150,1613,1742,1566,1070,1761,794,1768,1516,1465,1760,1755,1616,1204,416,1488,1516,1465,1658,6.3,6.1,1.4,2.6,8.5,3.7,19.6,15.2,1.6,7.5,0.1,5.4,5.3,3.7,15.2,33.9,5.5
W01001562,Llanelly Hill 2,Monmouthshire 003B,Monmouthshire,17.8,953,171,13,134,16,1106,12.2,710,22.1,1118,12.0,1162,11.1,238,45.8,837,18.5,1464,5.9,1,43,90,70,66,80,42,9,81,109,39,7,36,30,654,650,1304,1106,710,1118,1162,238,837,1464,953,862,720,1107,930,230,837,966,852,797,1014,924,1059,242,542,966,852,877,20.6,22.2,13.7,15.1,10.4,39.0,46.5,20.9,18.5,19.8,8.9,14.6,18.9,39.0,20.9,45.5,28.1
W01001563,Llanelly Hill 3,Monmouthshire 003C,Monmouthshire,11.5,1407,149,14,61,11,1042,13.5,1220,10.0,1335,8.0,1161,11.1,637,24.5,1658,3.1,1629,3.5,95,98,100,99,100,98,98,14,82,100,42,7,36,26,514,566,1080,1042,1220,1335,1161,637,1658,1629,1407,1168,1201,1267,1042,1138,1658,1667,1205,1492,1478,867,993,605,1278,1667,1205,1402,10.9,14.0,12.6,10.2,10.7,7.1,11.6,1.8,3.1,11.2,11.0,10.7,7.2,7.1,1.8,25.7,8.9
W01000459,Llanelwedd,Powys 014D,Powys,12.1,1350,79,7,45,7,1604,3.8,1660,3.0,1661,3.0,1449,6.1,35,80.2,1307,8.4,1135,11.6,4,3,22,28,22,17,9,24,83,109,52,8,17,31,581,557,1138,1604,1660,1661,1449,35,1307,1135,1350,1533,1678,1689,1338,20,1307,916,1584,1242,1671,1358,1126,19,1391,916,1584,1036,13.4,6.1,4.2,8.0,1.0,3.3,86.9,8.0,8.4,17.3,4.7,7.8,14.7,3.3,8.0,87.5,7.0
W01000084,Llanengan,Gwynedd 014D,Gwynedd,14.8,1146,131,12,49,8,1210,10.2,1501,5.3,1204,10.3,1243,9.6,122,59.3,316,39.8,1787,1.4,32,4,59,0,33,76,0,0,87,101,46,10,11,27,529,591,1120,1210,1501,1204,1243,122,316,1787,1146,1092,1414,1212,1430,9,316,1725,1707,915,1037,1461,1857,5,203,1725,1707,769,15.7,4.4,6.5,7.7,3.3,2.8,93.6,1.3,39.8,19.5,8.5,8.0,0.6,2.8,1.3,96.6,49.1
W01000022,Llanfaethlu,Isle of Anglesey 004A,Isle of Anglesey,22.3,718,278,18,147,16,766,20.4,766,20.4,1561,4.4,1179,10.8,69,69.7,293,41.4,1010,14.2,0,0,49,21,25,56,2,0,88,100,53,11,34,30,779,766,1545,766,766,1561,1179,69,293,1010,718,1012,940,1447,1121,142,293,1216,1555,940,982,1152,1774,123,176,1216,1555,913,17.5,14.0,12.5,12.0,8.4,12.9,56.3,1.6,41.4,17.7,12.7,11.4,0.1,12.9,1.6,59.1,52.0
W01000460,Llanfair Caereinion,Powys 006B,Powys,9.4,1559,149,9,68,7,1422,6.5,1596,3.9,1857,0.5,1615,3.7,207,48.7,942,15.8,1257,9.3,52,61,47,70,64,61,61,64,82,108,56,7,25,23,832,793,1625,1422,1596,1857,1615,207,942,1257,1559,1448,1559,1685,1599,83,942,658,1487,1326,1589,1612,1254,130,1079,658,1487,1307,13.4,6.1,6.9,6.7,3.2,6.3,66.5,24.2,15.8,14.0,5.2,8.3,6.1,6.3,24.2,58.1,12.8
W01000207,Llanfair Dyffryn Clwyd/Gwyddelwern,Denbighshire 015C,Denbighshire,9.6,1541,165,7,78,5,1584,4.1,1765,1.6,1885,0.1,1537,4.8,111,61.1,1110,12.1,966,15.2,0,25,50,17,16,44,25,16,87,104,48,8,15,20,1170,1124,2294,1584,1765,1885,1537,111,1110,966,1541,1584,1674,1772,1478,61,1110,1323,1847,1431,1421,1322,1180,68,1007,1323,1847,1140,10.8,4.4,3.2,4.4,1.2,4.2,71.8,5.3,12.1,13.3,3.2,4.7,8.2,4.2,5.3,69.9,14.3
W01000023,Llanfair-yn-Neubwll 1,Isle of Anglesey 007D,Isle of Anglesey,19.1,869,252,17,103,12,817,19.0,1039,13.6,1290,8.7,795,19.6,306,40.5,225,47.0,1432,6.4,81,85,86,91,22,87,0,85,81,102,41,11,40,33,725,755,1480,817,1039,1290,795,306,225,1432,869,924,963,956,880,250,225,1480,1294,843,1130,940,1652,286,191,1480,1294,1065,19.0,14.0,16.2,17.0,15.0,10.0,44.8,2.0,47.0,17.6,12.6,16.0,8.6,10.0,2.0,42.0,50.4
W01000024,Llanfair-yn-Neubwll 2,Isle of Anglesey 007E,Isle of Anglesey,17.1,1002,193,14,69,8,1015,14.1,1541,4.7,790,19.8,1000,14.5,246,45.1,286,42.0,1082,12.7,68,51,89,76,1,89,0,44,84,92,40,12,40,15,725,642,1367,1015,1541,790,1000,246,286,1082,1002,1379,1576,445,712,276,286,1243,1400,971,742,420,1077,418,479,1243,1400,703,15.8,10.0,11.7,15.6,10.0,9.4,42.7,5.5,42.0,19.3,16.3,20.2,18.4,9.4,5.5,33.8,30.8
W01000534,Llanfarian,Ceredigion 004B,Ceredigion,9.9,1521,114,8,69,8,1533,4.8,1567,4.3,1233,9.8,1662,3.0,200,49.4,1271,9.1,1475,5.7,19,33,70,72,60,64,19,51,84,105,57,7,20,20,749,729,1478,1533,1567,1233,1662,200,1271,1475,1521,1637,1571,522,1555,223,1271,1281,1687,1341,1496,1483,1533,262,1022,1281,1687,1505,8.8,2.9,4.5,4.2,6.3,0.9,47.2,8.4,9.1,10.9,5.7,4.6,7.9,0.9,8.4,43.8,14.0
W01000684,Llanfihangel Aberbythych,Carmarthenshire 005D,Carmarthenshire,14.8,1150,200,11,128,12,1231,9.8,1044,13.5,1551,4.6,1424,6.5,99,63.2,1036,13.7,1471,5.8,12,5,50,19,18,39,3,1,88,104,48,8,18,25,835,905,1740,1231,1044,1551,1424,99,1036,1471,1150,1270,1049,1443,1546,91,1036,1464,1573,1161,1038,1538,1432,75,1342,1464,1573,1090,15.0,14.0,10.3,5.2,6.7,0.4,64.8,9.8,13.7,18.0,14.7,4.7,15.2,0.4,9.8,68.2,7.8
W01000025,Llanfihangel Ysgeifiog,Isle of Anglesey 009B,Isle of Anglesey,16.8,1026,269,13,152,12,1100,12.3,1032,13.8,1178,10.8,1088,12.6,313,40.0,226,46.9,1255,9.4,55,83,81,93,80,82,44,51,80,101,41,9,21,27,1015,1028,2043,1100,1032,1178,1088,313,226,1255,1026,1331,1155,1289,1058,319,226,1011,1270,1119,1452,992,1026,284,209,1011,1270,1055,14.9,8.1,9.1,15.1,7.4,8.0,39.6,20.9,46.9,19.3,10.6,16.1,17.1,8.0,20.9,42.1,48.5
W01000535,Llanfihangel Ystrad,Ceredigion 008C,Ceredigion,17.6,966,291,14,151,12,1020,14.0,1049,13.4,1823,0.9,1225,9.9,65,70.7,575,26.8,1002,14.4,20,0,52,35,4,38,0,1,83,103,49,9,32,29,1040,1028,2068,1020,1049,1823,1225,65,575,1002,966,896,1069,1663,1237,43,575,1230,1713,913,855,1294,705,45,646,1230,1713,666,17.9,12.1,14.6,11.5,2.9,1.0,77.2,10.0,26.8,21.3,14.5,11.3,16.2,1.0,10.0,76.6,24.2
W01000685,Llanfihangel-ar-Arth 1,Carmarthenshire 001A,Carmarthenshire,20.4,793,229,15,127,14,955,15.5,922,16.3,954,15.5,703,22.4,149,55.4,835,18.5,1418,6.6,63,11,65,16,0,74,11,11,76,100,37,8,48,31,755,780,1535,955,922,954,703,149,835,1418,793,721,957,893,776,149,835,927,1088,725,613,733,467,128,495,927,1088,458,20.7,14.0,18.0,24.7,11.6,5.2,55.4,28.0,18.5,29.6,22.8,29.7,32.4,5.2,28.0,58.4,30.1
W01000686,Llanfihangel-ar-Arth 2,Carmarthenshire 001B,Carmarthenshire,17.3,990,93,7,70,10,1560,4.4,1330,8.0,608,25.6,1167,11.0,44,76.9,918,16.4,1636,3.4,2,0,53,0,0,60,1,0,87,98,54,8,48,30,626,620,1246,1560,1330,608,1167,44,918,1636,990,1405,1383,908,1202,134,918,1648,1808,1208,1476,1308,1483,98,1117,1648,1808,1321,13.9,10.0,5.2,14.2,11.1,0.4,57.5,4.0,16.4,12.9,3.1,13.9,4.1,0.4,4.0,63.4,12.0
W01000461,Llanfyllin,Powys 001A,Powys,16.0,1080,215,15,89,11,942,15.8,1217,10.1,1441,6.2,1441,6.2,235,46.1,221,47.4,1074,12.9,71,75,76,87,0,75,76,79,87,111,44,7,28,27,725,705,1430,942,1217,1441,1441,235,221,1074,1080,858,1099,1173,1502,170,221,808,1387,921,1186,1635,885,258,162,808,1387,986,17.4,10.0,11.6,9.0,12.0,8.3,52.7,27.7,47.4,20.3,9.4,8.9,27.2,8.3,27.7,44.1,53.7
W01000310,Llanfynydd,Flintshire 020D,Flintshire,9.3,1569,155,9,78,7,1453,6.0,1609,3.7,1385,7.1,1508,5.2,342,38.1,1357,7.6,961,15.4,37,85,88,92,62,91,62,61,82,107,44,7,23,18,845,928,1773,1453,1609,1385,1508,342,1357,961,1569,1586,1708,1384,1488,322,1357,538,1251,1544,1660,1422,1519,362,1264,538,1251,1510,10.4,4.4,5.0,5.3,10.0,8.4,39.4,25.9,7.6,10.8,5.2,6.0,4.4,8.4,25.9,36.9,9.2
W01000687,Llangadog,Carmarthenshire 004C,Carmarthenshire,16.0,1082,188,10,109,10,1388,7.1,1320,8.2,1239,9.6,1311,8.4,52,74.3,705,22.3,871,17.6,27,34,31,0,12,38,0,0,87,110,46,8,30,32,973,988,1961,1388,1320,1239,1311,52,705,871,1082,1184,1440,1254,1431,28,705,758,1851,1022,1149,1593,1700,26,721,758,1851,951,16.8,6.1,8.8,9.1,10.3,2.4,83.1,21.1,22.3,17.9,9.7,7.4,0.9,2.4,21.1,84.0,21.8
W01000462,Llangattock,Powys 018C,Powys,18.5,906,67,7,75,13,1631,3.4,1017,14.1,341,38.2,1576,4.2,98,63.4,1614,3.7,616,25.3,7,5,73,86,31,10,21,56,86,113,49,6,25,23,480,528,1008,1631,1017,341,1576,98,1614,616,906,1305,1046,958,1632,136,1614,486,1558,1094,1331,1622,1864,221,1532,486,1558,1425,14.0,12.1,4.2,3.3,17.2,4.9,57.2,23.9,3.7,9.6,3.3,3.2,0.4,4.9,23.9,47.4,4.8
W01001009,Llangeinor,Bridgend 004C,Bridgend,28.7,488,204,18,170,23,765,20.5,283,42.2,373,36.3,564,27.2,520,29.0,1502,5.3,1421,6.5,78,96,98,99,97,97,71,99,86,102,42,9,63,46,555,576,1131,765,283,373,564,520,1502,1421,488,915,326,367,288,539,1502,1344,1224,501,493,288,367,855,1824,1344,1224,512,26.6,31.9,21.2,34.0,34.0,20.6,28.2,8.9,5.3,25.7,27.5,26.6,43.2,20.6,8.9,18.0,0.9
W01000536,Llangeitho,Ceredigion 006A,Ceredigion,17.6,968,218,14,107,12,1043,13.5,1115,12.0,1262,9.2,1166,11.0,74,68.5,688,22.8,1643,3.3,42,3,49,28,0,46,0,0,85,100,47,10,41,24,783,799,1582,1043,1115,1262,1166,74,688,1643,968,1038,1149,1274,1272,59,688,1645,1691,1003,939,1198,1110,82,677,1645,1691,874,17.0,12.1,13.8,10.5,5.6,2.2,72.3,3.0,22.8,18.9,12.3,13.2,14.2,2.2,3.0,66.7,23.2
W01000688,Llangeler 1,Carmarthenshire 003B,Carmarthenshire,24.0,641,329,20,160,17,627,24.9,687,22.9,856,18.0,971,15.1,166,53.2,650,24.1,1159,11.2,11,12,49,79,4,79,16,56,73,101,47,9,30,30,778,849,1628,627,687,856,971,166,650,1159,641,470,682,1010,863,167,650,585,1364,587,708,830,1266,196,561,585,1364,705,23.9,17.8,26.2,18.5,16.5,3.6,53.1,39.1,24.1,26.0,26.0,20.0,18.1,3.6,39.1,49.9,27.4
W01000689,Llangeler 2,Carmarthenshire 003C,Carmarthenshire,18.7,897,206,12,118,13,1165,11.0,1003,14.4,681,23.1,1321,8.2,116,60.3,529,28.6,1642,3.3,7,4,39,32,14,55,6,20,84,107,44,9,30,25,802,875,1676,1165,1003,681,1321,116,529,1642,897,949,1085,1237,1358,72,529,1600,1633,958,1158,1480,1424,84,516,1600,1633,1079,16.7,10.0,12.4,10.6,8.5,4.5,68.9,4.5,28.6,18.8,11.7,10.9,13.7,4.5,4.5,66.2,29.2
W01000085,Llangelynin,Gwynedd 017C,Gwynedd,17.4,983,313,16,130,12,906,16.7,1037,13.7,1671,2.9,1480,5.6,151,55.1,245,45.2,983,14.9,64,65,72,1,1,66,0,0,87,108,51,6,43,26,984,1000,1984,906,1037,1671,1480,151,245,983,983,937,1058,1398,1268,270,245,421,1203,948,1091,1456,1014,169,129,421,1203,793,19.0,15.8,16.7,11.2,7.6,10.6,43.2,32.1,45.2,21.8,15.1,9.6,12.9,10.6,32.1,52.9,58.2
W01000690,Llangennech 1,Carmarthenshire 019A,Carmarthenshire,18.3,921,206,13,132,15,1071,12.9,829,18.7,604,25.7,1134,11.6,305,40.6,1620,3.6,1134,11.6,69,89,76,89,17,90,71,17,78,113,38,9,32,27,736,794,1530,1071,829,604,1134,305,1620,1134,921,1045,894,597,1371,349,1620,1009,1109,996,1393,1403,700,311,1779,1009,1109,1247,16.3,15.8,10.7,12.4,24.9,8.9,37.7,8.9,3.6,15.8,7.6,16.0,25.5,8.9,8.9,40.2,1.5
W01000691,Llangennech 2,Carmarthenshire 019B,Carmarthenshire,15.8,1089,264,17,141,16,796,19.6,719,21.9,1119,11.9,1195,10.5,807,19.3,1709,2.4,1868,0.3,94,53,100,100,69,100,83,69,83,102,48,9,32,25,747,765,1512,796,719,1119,1195,807,1709,1868,1089,737,677,1361,1023,316,1709,1507,1250,924,616,903,1576,400,1805,1507,1250,972,17.6,20.0,18.1,14.3,14.7,7.0,39.8,1.8,2.4,18.9,24.2,17.8,14.5,7.0,1.8,34.8,1.1
W01000692,Llangennech 3,Carmarthenshire 019C,Carmarthenshire,19.3,861,218,14,143,15,1016,14.1,807,19.3,440,32.7,888,17.1,848,18.2,1072,12.9,795,19.6,96,99,100,100,15,100,99,15,80,96,36,10,32,23,765,779,1544,1016,807,440,888,848,1072,795,861,1302,948,847,804,898,1072,505,1275,1111,1286,888,753,601,691,505,1275,1060,13.5,14.0,9.2,10.5,19.5,11.7,16.9,18.0,12.9,13.2,6.0,7.9,19.4,11.7,18.0,25.8,22.7
W01000159,Llangernyw,Conwy 014B,Conwy,17.8,956,144,11,51,6,1317,8.3,1697,2.5,319,39.6,1558,4.5,105,62.1,425,33.4,1138,11.6,22,2,41,6,2,56,28,2,84,108,51,9,-3,25,685,678,1363,1317,1697,319,1558,105,425,1138,956,1264,1587,663,1666,99,425,1144,1857,1095,1315,1588,1679,96,833,1144,1857,1273,13.8,2.9,9.1,6.4,9.5,0.5,63.2,14.6,33.4,14.8,8.6,10.1,1.3,0.5,14.6,63.8,18.6
W01001010,Llangewydd and Brynhyfryd 1,Bridgend 012B,Bridgend,21.1,761,251,20,132,16,626,24.9,736,21.3,573,26.9,743,21.1,841,18.4,1572,4.3,1476,5.7,51,78,100,100,100,100,7,5,80,100,34,8,40,30,613,627,1240,626,736,573,743,841,1572,1476,761,766,652,715,701,419,1572,1717,729,747,355,619,843,565,1695,1717,729,565,19.6,20.0,21.2,21.9,14.8,15.6,33.7,9.2,4.3,20.3,22.6,23.7,19.2,15.6,9.2,27.2,2.6
W01001011,Llangewydd and Brynhyfryd 2,Bridgend 012C,Bridgend,9.3,1567,134,9,90,10,1410,6.7,1274,9.0,1296,8.6,1110,12.1,925,16.2,1419,6.6,1489,5.5,93,97,100,100,100,100,58,54,83,102,42,8,40,25,715,722,1437,1410,1274,1296,1110,925,1419,1489,1567,1307,1215,1424,1194,613,1419,1739,909,1459,1155,1232,699,655,1087,1739,909,1230,12.3,14.0,12.1,11.1,5.4,11.7,25.4,8.1,6.6,14.0,11.8,11.5,17.6,11.7,8.1,23.9,12.6
W01000026,Llangoed,Isle of Anglesey 005D,Isle of Anglesey,21.9,731,208,16,85,12,855,18.0,1075,12.8,742,21.1,867,17.7,68,69.9,544,28.0,1895,0.0,52,0,53,0,0,66,0,50,90,99,38,11,56,25,604,668,1272,855,1075,742,867,68,544,1895,731,881,1173,920,1258,168,544,1891,1367,984,1035,1349,1423,175,671,1891,1367,1135,17.0,10.0,14.2,12.4,17.5,8.5,53.0,0.0,28.0,15.9,11.5,13.5,7.3,8.5,0.0,52.2,23.4
W01000208,Llangollen 1,Denbighshire 016C,Denbighshire,20.8,775,187,15,102,13,953,15.6,950,15.6,421,33.6,1355,7.6,255,44.4,648,24.2,669,23.5,51,65,71,87,73,66,65,73,84,105,44,7,29,21,607,645,1252,953,950,421,1355,255,648,669,775,1132,1122,762,1244,117,648,604,404,819,1332,1128,1789,141,1085,604,404,1071,19.7,14.0,16.4,4.7,16.2,31.5,60.1,16.0,24.2,18.1,19.8,3.3,0.1,31.5,16.0,56.5,12.6
W01000209,Llangollen 2,Denbighshire 016D,Denbighshire,15.2,1118,238,17,72,9,808,19.2,1352,7.7,1396,7.0,883,17.3,603,25.8,635,24.6,754,20.8,88,97,93,100,99,98,86,99,80,107,32,7,29,33,673,711,1384,808,1352,1396,883,603,635,754,1118,707,1100,1231,721,709,635,498,897,922,505,785,441,1036,735,498,897,578,14.1,12.1,14.5,16.4,5.2,20.5,22.2,7.8,24.6,14.2,15.3,12.5,11.6,20.5,7.8,13.7,21.4
W01000210,Llangollen 3,Denbighshire 016E,Denbighshire,10.5,1482,96,7,59,8,1585,4.1,1537,4.8,1636,3.4,1220,10.0,372,36.3,683,23.0,511,29.4,70,80,93,98,92,83,79,92,79,106,36,7,29,18,650,690,1340,1585,1537,1636,1220,372,683,511,1482,1516,1456,1528,1352,697,683,467,1059,1501,1673,1266,903,861,526,467,1059,1395,8.5,6.1,4.5,3.9,7.0,11.6,22.5,10.7,23.0,9.1,3.4,2.8,12.7,11.6,10.7,17.8,28.8
W01000389,Llangollen Rural,Wrexham 017D,Wrexham,12.0,1361,251,12,111,9,1156,11.2,1396,7.0,1707,2.4,1310,8.4,380,35.9,977,15.0,494,30.1,21,59,99,98,83,92,56,83,88,106,39,8,21,25,1005,1026,2031,1156,1396,1707,1310,380,977,494,1361,1299,1408,1527,1098,306,977,134,1044,1167,1345,1084,1809,280,1417,134,1044,1176,12.6,6.1,8.0,9.9,9.2,10.1,40.5,25.3,15.0,11.4,5.6,8.4,1.4,10.1,25.3,42.4,6.6
W01000463,Llangors & Bwlch,Powys 018D,Powys,9.9,1518,129,7,68,6,1637,3.3,1725,2.2,1783,1.4,1643,3.3,59,72.3,1442,6.2,1417,6.6,17,0,25,29,6,41,0,6,87,113,50,7,36,20,963,1000,1963,1637,1725,1783,1643,59,1442,1417,1518,1616,1648,1666,1704,15,1442,1109,1765,1325,1639,1677,1413,24,1257,1109,1765,1206,11.6,2.9,2.2,2.6,3.5,2.4,89.7,4.1,6.2,13.2,2.5,2.4,3.6,2.4,4.1,84.9,9.3
W01000464,Llangunllo,Powys 011D,Powys,13.0,1275,100,8,38,5,1510,5.2,1778,1.5,1777,1.5,1585,4.1,10,92.9,1439,6.3,861,17.8,1,0,33,0,10,18,0,0,80,112,53,9,0,27,612,628,1240,1510,1778,1777,1585,10,1439,861,1275,1486,1660,1849,1219,31,1439,945,1839,1279,1271,1197,1647,31,1380,945,1839,1025,12.9,4.4,4.8,10.3,0.8,1.8,81.8,12.4,6.3,15.9,5.0,11.1,5.4,1.8,12.4,81.8,7.2
W01000693,Llangunnor 1,Carmarthenshire 008C,Carmarthenshire,16.2,1063,156,13,90,14,1081,12.7,895,17.0,760,20.6,957,15.5,479,30.8,1513,5.1,1855,0.5,93,61,99,100,100,61,61,0,83,100,37,7,30,32,555,615,1170,1081,895,760,957,479,1513,1855,1063,1041,773,639,1106,556,1513,1190,1369,1009,1086,1132,272,330,1685,1190,1369,840,15.4,15.8,12.6,15.7,18.5,8.1,27.5,9.4,5.1,16.8,7.3,15.8,32.4,8.1,9.4,38.9,2.7
W01000694,Llangunnor 2,Carmarthenshire 008D,Carmarthenshire,12.2,1337,75,6,68,10,1652,3.1,1271,9.1,1277,9.0,1500,5.3,154,54.7,983,14.9,907,16.7,58,24,57,72,69,35,24,10,87,106,54,7,30,26,575,593,1168,1652,1271,1277,1500,154,983,907,1337,1603,1272,1720,1586,204,983,1058,1455,1463,1371,1686,1197,180,429,1058,1455,1228,13.2,10.0,5.7,8.6,7.8,6.8,49.0,24.7,14.9,20.5,10.7,9.5,28.5,6.8,24.7,51.6,33.2
W01000580,Llangwm,Pembrokeshire 009B,Pembrokeshire,13.7,1222,204,10,133,11,1359,7.6,1157,11.2,1413,6.7,1202,10.3,144,56.1,1231,9.8,1376,7.3,0,64,71,16,0,72,0,0,89,104,34,9,38,20,978,1052,2030,1359,1157,1413,1202,144,1231,1376,1222,1464,1328,1428,1394,234,1231,1809,1742,1473,1677,1293,1332,223,1202,1809,1742,1511,11.0,8.1,6.3,8.3,8.6,0.7,46.2,2.6,9.8,12.5,5.8,11.3,11.1,0.7,2.6,47.2,10.3
W01000537,Llangybi,Ceredigion 008D,Ceredigion,20.1,812,237,13,128,12,1093,12.5,1106,12.2,1701,2.5,1246,9.5,8,94.3,380,35.9,864,17.7,0,1,13,18,0,20,1,1,82,104,50,8,35,29,916,875,1791,1093,1106,1701,1246,8,380,864,812,1068,973,1790,1143,39,380,1337,1587,903,800,1059,1824,74,433,1337,1587,807,18.3,12.1,12.0,14.5,2.6,1.5,78.7,9.3,35.9,20.0,17.4,16.4,0.2,1.5,9.3,68.5,33.0
W01001565,Llangybi Fawr,Monmouthshire 006D,Monmouthshire,10.3,1496,99,6,77,7,1703,2.4,1570,4.3,1863,0.4,1857,0.5,47,75.9,1583,4.1,1054,13.3,32,7,5,42,34,36,4,2,86,122,61,7,21,17,853,848,1701,1703,1570,1863,1857,47,1583,1054,1496,1632,1531,1658,1880,56,1583,804,1791,1422,1475,1885,1769,60,1745,804,1791,1365,10.2,2.9,2.4,0.9,4.2,1.5,73.1,12.8,4.1,11.9,2.3,1.0,6.5,1.5,12.8,72.0,1.9
W01000791,Llangyfelach 1,Swansea 004A,Swansea,4.7,1811,89,6,71,7,1704,2.4,1627,3.5,1387,7.1,1552,4.6,1206,10.3,1464,5.9,1686,2.7,74,100,100,100,100,100,100,100,88,104,39,9,17,13,766,764,1530,1704,1627,1387,1552,1206,1464,1686,1811,1790,1538,1756,1370,549,1464,1199,1436,1732,1594,1202,1639,870,1365,1199,1436,1711,7.2,6.1,3.8,5.3,1.7,2.6,27.8,13.4,5.9,7.7,6.8,6.7,3.2,2.6,13.4,17.6,7.5
